"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","615","13 should load login form with email and password fields","firefox","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","772","10 should require first name","firefox","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","904","15 should allow login as Bob","chromium","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","1823","01 should load My Orders page","firefox","2026-04-02","passed","2026-04-02","Order Tracking","order-tracking.spec.js","",""
"","4293","02 should validate empty address fields","firefox","2026-04-02","passed","2026-04-02","Checkout Flow","checkout.spec.js","",""
"","2254","14 should update navbar cart badge count","firefox","2026-04-02","passed","2026-04-02","Shopping Cart","shopping-cart.spec.js","",""
"","790","11 should navigate back using browser history","chromium","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","1532","08 should filter by Electronics category","chromium","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","4664","04 should combine category and brand text filter","webkit","2026-04-02","passed","2026-04-02","Search and Filter","search-filter.spec.js","",""
"","1870","11 should filter by Books category","firefox","2026-04-02","passed","2026-04-02","Search and Filter","search-filter.spec.js","",""
"","3941","07 should filter by Clothing category","webkit","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","2220","11 should show cart page heading","firefox","2026-04-02","passed","2026-04-02","Shopping Cart","shopping-cart.spec.js","",""
"","2461","13 should set high price floor and may show empty","chromium","2026-04-02","passed","2026-04-02","Search and Filter","search-filter.spec.js","",""
"","1559","01 should login successfully with valid seeded credentials","webkit","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","1448","02 should reject duplicate email","firefox","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","1241","04 should submit a verified purchase review for product 4","firefox","2026-04-02","passed","2026-04-02","Product Reviews","reviews.spec.js","",""
"","1551","01 should show cart with line item","chromium","2026-04-02","passed","2026-04-02","Shopping Cart","shopping-cart.spec.js","",""
"","1914","14 Bob should not see cancel on shipped order","firefox","2026-04-02","passed","2026-04-02","Order Tracking","order-tracking.spec.js","",""
"","1911","15 should load checkout only when authenticated","chromium","2026-04-02","passed","2026-04-02","Checkout Flow","checkout.spec.js","",""
"","3191","03 should advance to payment after valid shipping","chromium","2026-04-02","passed","2026-04-02","Checkout Flow","checkout.spec.js","",""
"","651","01 should show products grid when data loads","chromium","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","2728","07 should require star rating selection","firefox","2026-04-02","passed","2026-04-02","Product Reviews","reviews.spec.js","",""
"","5130","08 should show review step with item list","chromium","2026-04-02","passed","2026-04-02","Checkout Flow","checkout.spec.js","",""
"","1550","14 should update navbar cart badge count","chromium","2026-04-02","passed","2026-04-02","Shopping Cart","shopping-cart.spec.js","",""
"","856","10 should show brand when present","firefox","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","2215","10 should logout and show Login link","firefox","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","3993","08 should filter by Accessories category","webkit","2026-04-02","passed","2026-04-02","Search and Filter","search-filter.spec.js","",""
"","1330","11 should require last name","webkit","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","1018","04 should increase quantity with + control","chromium","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","964","12 should navigate to not found for unknown product id","webkit","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","2236","09 should open mobile filters panel on small viewports","webkit","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","1071","15 should stay on register when client validation fails","firefox","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","2793","13 should show line subtotal per item","webkit","2026-04-02","passed","2026-04-02","Shopping Cart","shopping-cart.spec.js","",""
"","2602","07 should require star rating selection","webkit","2026-04-02","passed","2026-04-02","Product Reviews","reviews.spec.js","",""
"","5142","09 should validate UPI when UPI selected","firefox","2026-04-02","passed","2026-04-02","Checkout Flow","checkout.spec.js","",""
"","1458","04 should sort by price high to low","chromium","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","3106","15 should load checkout only when authenticated","webkit","2026-04-02","passed","2026-04-02","Checkout Flow","checkout.spec.js","",""
"","3580","14 should show payment options including Debit Card","webkit","2026-04-02","passed","2026-04-02","Checkout Flow","checkout.spec.js","",""
"","1173","06 should reject password mismatch","chromium","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","2120","01 should register with valid unique email","webkit","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","763","15 should display compare-at price when on sale","firefox","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","2655","04 should increase quantity with + control","webkit","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","1762","03 should sort by price low to high","firefox","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","643","02 should show results count text","chromium","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","566","11 should show star display on page","chromium","2026-04-02","passed","2026-04-02","Product Reviews","reviews.spec.js","",""
"","6815","01 should show checkout steps","webkit","2026-04-02","passed","2026-04-02","Checkout Flow","checkout.spec.js","",""
"","2218","15 should allow proceeding to checkout when items exist","firefox","2026-04-02","passed","2026-04-02","Shopping Cart","shopping-cart.spec.js","",""
"","725","02 should display price with rupee symbol","firefox","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","1616","08 should navigate to checkout via link","chromium","2026-04-02","passed","2026-04-02","Shopping Cart","shopping-cart.spec.js","",""
"","2162","06 should show order summary with subtotal","firefox","2026-04-02","passed","2026-04-02","Shopping Cart","shopping-cart.spec.js","",""
"","734","01 should display product name on detail page","firefox","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","1426","06 should sort by newest","chromium","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","2731","14 should update navbar cart badge count","webkit","2026-04-02","passed","2026-04-02","Shopping Cart","shopping-cart.spec.js","",""
"","2859","02 should increase quantity","firefox","2026-04-02","passed","2026-04-02","Shopping Cart","shopping-cart.spec.js","",""
"","1300","13 should show quantity selector for in-stock product","webkit","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","844","04 should submit a verified purchase review for product 4","chromium","2026-04-02","passed","2026-04-02","Product Reviews","reviews.spec.js","",""
"","872","07 should show order items section","chromium","2026-04-02","passed","2026-04-02","Order Tracking","order-tracking.spec.js","",""
"","1392","08 should show reviews section heading","webkit","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","3777","05 should add product to cart when logged in","webkit","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","1740","15 should sort by top rated","firefox","2026-04-02","passed","2026-04-02","Search and Filter","search-filter.spec.js","",""
"","1529","03 should sort by price low to high","chromium","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","1175","11 should navigate to register from login page","webkit","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","2351","06 should sort by newest","webkit","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","4397","04 should navigate to order detail","webkit","2026-04-02","passed","2026-04-02","Order Tracking","order-tracking.spec.js","",""
"","1271","02 should display price with rupee symbol","webkit","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","1049","01 should login successfully with valid seeded credentials","chromium","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","1466","04 should reject short password","firefox","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","430","13 should load login form with email and password fields","chromium","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","1181","04 should increase quantity with + control","firefox","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","806","11 should require last name","firefox","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","1896","06 should reject password mismatch","webkit","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","1719","04 should sort by price high to low","firefox","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","698","12 should show Filters sidebar on desktop","chromium","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","477","11 should navigate to register from login page","chromium","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","1442","09 should filter Home and Kitchen category","chromium","2026-04-02","passed","2026-04-02","Search and Filter","search-filter.spec.js","",""
"","472","12 should navigate to not found for unknown product id","chromium","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","469","09 should navigate to login from footer link","chromium","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","1496","01 should register with valid unique email","firefox","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","1761","02 should show toast on wrong password","webkit","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","1742","08 should cancel placed order when Cancel Order is available","chromium","2026-04-02","passed","2026-04-02","Order Tracking","order-tracking.spec.js","",""
"","580","03 should show stock status","chromium","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","1603","10 should display product title in cart line","chromium","2026-04-02","passed","2026-04-02","Shopping Cart","shopping-cart.spec.js","",""
"","962","09 should navigate to login from footer link","firefox","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","973","09 should open mobile filters panel on small viewports","firefox","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","4625","04 should complete order with Cash on Delivery","webkit","2026-04-02","passed","2026-04-02","Checkout Flow","checkout.spec.js","",""
"","1271","03 should show toast for unregistered email","firefox","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","664","07 should keep user on login page when validation fails","firefox","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","574","02 should prompt sign in when logged out","chromium","2026-04-02","passed","2026-04-02","Product Reviews","reviews.spec.js","",""
"","2152","13 should show line subtotal per item","firefox","2026-04-02","passed","2026-04-02","Shopping Cart","shopping-cart.spec.js","",""
"","5326","05 should complete order with UPI and valid UPI id","chromium","2026-04-02","passed","2026-04-02","Checkout Flow","checkout.spec.js","",""
"","1643","13 should have remember shipping checkbox","chromium","2026-04-02","passed","2026-04-02","Checkout Flow","checkout.spec.js","",""
"","2450","12 should allow typing brand partial match","webkit","2026-04-02","passed","2026-04-02","Search and Filter","search-filter.spec.js","",""
"","478","08 should show errors when required fields empty","chromium","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","2156","09 should show Continue Shopping link","firefox","2026-04-02","passed","2026-04-02","Shopping Cart","shopping-cart.spec.js","",""
"","3135","08 should stay logged in when navigating to products","firefox","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","1740","01 should show checkout steps","chromium","2026-04-02","passed","2026-04-02","Checkout Flow","checkout.spec.js","",""
"","2830","04 should remove item from cart","firefox","2026-04-02","passed","2026-04-02","Shopping Cart","shopping-cart.spec.js","",""
"","670","12 should have password input type password","firefox","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","2171","10 should display product title in cart line","firefox","2026-04-02","passed","2026-04-02","Shopping Cart","shopping-cart.spec.js","",""
"","703","06 should validate invalid email format","firefox","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","1594","11 should navigate back using browser history","firefox","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","3952","01 should load My Orders page","webkit","2026-04-02","passed","2026-04-02","Order Tracking","order-tracking.spec.js","",""
"","3591","03 should advance to payment after valid shipping","webkit","2026-04-02","passed","2026-04-02","Checkout Flow","checkout.spec.js","",""
"","583","15 should display compare-at price when on sale","chromium","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","1274","15 should allow login as Bob","firefox","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","922","12 should show shipping block on detail","chromium","2026-04-02","passed","2026-04-02","Order Tracking","order-tracking.spec.js","",""
"","575","10 should show numeric review count in heading","chromium","2026-04-02","passed","2026-04-02","Product Reviews","reviews.spec.js","",""
"","2291","13 should clear filters via Clear All","chromium","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","1308","09 should show product image","webkit","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","2401","14 should toggle same category off when clicked again","firefox","2026-04-02","passed","2026-04-02","Search and Filter","search-filter.spec.js","",""
"","2709","07 should show total in summary","webkit","2026-04-02","passed","2026-04-02","Shopping Cart","shopping-cart.spec.js","",""
"","1855","05 should reject weak password without uppercase","webkit","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","436","14 should show Sign In button","chromium","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","2588","03 should sort by price low to high","webkit","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","21253","13 should keep user on product page after failed validation","firefox","2026-04-02","passed","2026-04-02","Product Reviews","reviews.spec.js","",""
"","1264","12 should load reviews from API","webkit","2026-04-02","passed","2026-04-02","Product Reviews","reviews.spec.js","",""
"","2208","07 should show total in summary","firefox","2026-04-02","passed","2026-04-02","Shopping Cart","shopping-cart.spec.js","",""
"","1413","03 should show order id on card","chromium","2026-04-02","passed","2026-04-02","Order Tracking","order-tracking.spec.js","",""
"","1356","01 should show reviews section on product page","webkit","2026-04-02","passed","2026-04-02","Product Reviews","reviews.spec.js","",""
"","1338","07 should require star rating selection","chromium","2026-04-02","passed","2026-04-02","Product Reviews","reviews.spec.js","",""
"","6661","09 should validate UPI when UPI selected","webkit","2026-04-02","passed","2026-04-02","Checkout Flow","checkout.spec.js","",""
"","10733","08 should cancel placed order when Cancel Order is available","firefox","2026-04-02","passed","2026-04-02","Order Tracking","order-tracking.spec.js","",""
"","600","14 should prompt login for reviews when logged out","chromium","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","3943","02 should filter by Footwear category","webkit","2026-04-02","passed","2026-04-02","Search and Filter","search-filter.spec.js","",""
"","1256","13 should accept optional empty phone when other fields valid","chromium","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","1733","05 should add product to cart when logged in","chromium","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","1556","07 should filter by Clothing category","chromium","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","1196","10 should require first name","webkit","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","946","01 should show products grid when data loads","firefox","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","568","07 should show product description text","chromium","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","4514","13 should clear filters via Clear All","webkit","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","896","11 should show product cards with price","firefox","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","1497","03 should filter by price range min max","chromium","2026-04-02","passed","2026-04-02","Search and Filter","search-filter.spec.js","",""
"","1033","12 should show Filters sidebar on desktop","firefox","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","2694","11 should show cart page heading","webkit","2026-04-02","passed","2026-04-02","Shopping Cart","shopping-cart.spec.js","",""
"","2353","04 should combine category and brand text filter","chromium","2026-04-02","passed","2026-04-02","Search and Filter","search-filter.spec.js","",""
"","654","09 should open mobile filters panel on small viewports","chromium","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","960","14 should show password fields as password type","webkit","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","520","07 should keep user on login page when validation fails","chromium","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","1266","01 should register with valid unique email","chromium","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","4224","03 should show order id on card","webkit","2026-04-02","passed","2026-04-02","Order Tracking","order-tracking.spec.js","",""
"","3529","10 should allow going back from payment to shipping","chromium","2026-04-02","passed","2026-04-02","Checkout Flow","checkout.spec.js","",""
"","789","13 should show quantity selector for in-stock product","firefox","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","1901","07 should reject invalid phone","webkit","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","645","14 should load products page title All Products","chromium","2026-04-02","passed","2026-04-02","Product Browsing","product-browsing.spec.js","",""
"","1599","14 Bob should not see cancel on shipped order","chromium","2026-04-02","passed","2026-04-02","Order Tracking","order-tracking.spec.js","",""
"","2039","06 should show status tracker component","webkit","2026-04-02","passed","2026-04-02","Order Tracking","order-tracking.spec.js","",""
"","1460","13 should accept optional empty phone when other fields valid","firefox","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","2417","08 should stay logged in when navigating to products","webkit","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","2683","06 should show status tracker component","firefox","2026-04-02","passed","2026-04-02","Order Tracking","order-tracking.spec.js","",""
"","884","09 should show Account dropdown after login","chromium","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","1147","10 should persist search in URL query","firefox","2026-04-02","passed","2026-04-02","Search and Filter","search-filter.spec.js","",""
"","1419","03 should show stock status","webkit","2026-04-02","passed","2026-04-02","Product Detail Page","product-detail.spec.js","",""
"","607","05 should validate empty password","chromium","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","1860","04 should submit a verified purchase review for product 4","webkit","2026-04-02","passed","2026-04-02","Product Reviews","reviews.spec.js","",""
"","2094","02 should list at least one order for seeded Alice","chromium","2026-04-02","passed","2026-04-02","Order Tracking","order-tracking.spec.js","",""
"","3410","02 should increase quantity","webkit","2026-04-02","passed","2026-04-02","Shopping Cart","shopping-cart.spec.js","",""
"","1876","15 should allow login as Bob","webkit","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","576","09 should list existing reviews when present","chromium","2026-04-02","passed","2026-04-02","Product Reviews","reviews.spec.js","",""
"","2625","07 should show order items section","firefox","2026-04-02","passed","2026-04-02","Order Tracking","order-tracking.spec.js","",""
"","1090","03 should show toast for unregistered email","chromium","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
"","1347","08 should show errors when required fields empty","webkit","2026-04-02","passed","2026-04-02","User Registration","registration.spec.js","",""
"","1456","15 should sort by top rated","chromium","2026-04-02","passed","2026-04-02","Search and Filter","search-filter.spec.js","",""
"","2675","10 should show order date on list card","firefox","2026-04-02","passed","2026-04-02","Order Tracking","order-tracking.spec.js","",""
"","706","04 should validate empty email before submit","firefox","2026-04-02","passed","2026-04-02","User Login","login.spec.js","",""
